;
;
;
;
;
;
;
;Symbolname     Code1  Code2 PartNr        Value             Geometry             Description
C                   2  420   ""            "8P2"             CAPACITOR_TH_2       "CAPACITOR 8.2PF"
C                   2  420   ""            "10P"             CAPACITOR_TH_2       "CAPACITOR 10PF"
C                   2  420   ""            "12P"             CAPACITOR_TH_2       "CAPACITOR 12PF"
C                   2  420   ""            "15P"             CAPACITOR_TH_2       "CAPACITOR 15PF"
C                   2  420   ""            "18P"             CAPACITOR_TH_2       "CAPACITOR 18PF"
C                   2  420   ""            "22P"             CAPACITOR_TH_2       "CAPACITOR 22PF"
C                   2  420   ""            "27P"             CAPACITOR_TH_2       "CAPACITOR 27PF"
C                   2  420   ""            "33P"             CAPACITOR_TH_2       "CAPACITOR 33PF"
C                   2  420   ""            "39P"             CAPACITOR_TH_2       "CAPACITOR 39PF"
C                   2  420   ""            "47P"             CAPACITOR_TH_2       "CAPACITOR 47PF"
C                   2  420   ""            "56P"             CAPACITOR_TH_2       "CAPACITOR 56PF"
C                   2  420   ""            "68P"             CAPACITOR_TH_2       "CAPACITOR 68PF"
C                   2  420   ""            "82P"             CAPACITOR_TH_2       "CAPACITOR 82PF"
C                   2  420   ""            "100P"            CAPACITOR_TH_2       "CAPACITOR 100PF"
C                   2  420   ""            "120P"            CAPACITOR_TH_2       "CAPACITOR 120PF"
C                   2  420   ""            "150P"            CAPACITOR_TH_2       "CAPACITOR 150PF"
C                   2  420   ""            "180P"            CAPACITOR_TH_2       "CAPACITOR 180PF"
C                   2  420   ""            "220P"            CAPACITOR_TH_2       "CAPACITOR 220PF"
C                   2  420   ""            "270P"            CAPACITOR_TH_2       "CAPACITOR 270PF"
C                   2  420   ""            "330P"            CAPACITOR_TH_2       "CAPACITOR 330PF"
C                   2  420   ""            "390P"            CAPACITOR_TH_2       "CAPACITOR 390PF"
C                   2  420   ""            "470P"            CAPACITOR_TH_2       "CAPACITOR 470PF"
C                   2  420   ""            "560P"            CAPACITOR_TH_2       "CAPACITOR 560PF"
C                   2  420   ""            "680P"            CAPACITOR_TH_2       "CAPACITOR 680PF"
C                   2  420   ""            "820P"            CAPACITOR_TH_2       "CAPACITOR 820PF"
C                   2  420   ""            "1N0"             CAPACITOR_TH_2       "CAPACITOR 1.0NF"
C                   2  420   ""            "1N2"             CAPACITOR_TH_2       "CAPACITOR 1.2NF"
C                   2  420   ""            "1N5"             CAPACITOR_TH_2       "CAPACITOR 1.5NF"
C                   2  420   ""            "1N8"             CAPACITOR_TH_2       "CAPACITOR 1.8NF"
C                   2  420   ""            "2N2"             CAPACITOR_TH_2       "CAPACITOR 2.2NF"
C                   2  420   ""            "2N7"             CAPACITOR_TH_2       "CAPACITOR 2.7NF"
C                   2  420   ""            "3N3"             CAPACITOR_TH_2       "CAPACITOR 3.3NF"
C                   2  420   ""            "3N9"             CAPACITOR_TH_2       "CAPACITOR 3.9NF"
C                   2  420   ""            "4N7"             CAPACITOR_TH_2       "CAPACITOR 4.7NF"
C                   2  420   ""            "5N6"             CAPACITOR_TH_2       "CAPACITOR 5.6NF"
C                   2  420   ""            "6N8"             CAPACITOR_TH_2       "CAPACITOR 6.8NF"
C                   2  420   ""            "8N2"             CAPACITOR_TH_2       "CAPACITOR 8.2NF"
C                   2  420   ""            "10N"             CAPACITOR_TH_2       "CAPACITOR 10NF"
C                   2  420   ""            "12N"             CAPACITOR_TH_2       "CAPACITOR 12NF"
C                   2  420   ""            "15N"             CAPACITOR_TH_2       "CAPACITOR 15NF"
C                   2  420   ""            "18N"             CAPACITOR_TH_2       "CAPACITOR 18NF"
C                   2  420   ""            "22N"             CAPACITOR_TH_2       "CAPACITOR 22NF"
C                   2  420   ""            "27N"             CAPACITOR_TH_2       "CAPACITOR 27NF"
C                   2  420   ""            "33N"             CAPACITOR_TH_2       "CAPACITOR 33NF"
C                   2  420   ""            "39N"             CAPACITOR_TH_2       "CAPACITOR 39NF"
C                   2  420   ""            "47N"             CAPACITOR_TH_2       "CAPACITOR 47NF"
C                   2  420   ""            "56N"             CAPACITOR_TH_2       "CAPACITOR 56NF"
C                   2  420   ""            "68N"             CAPACITOR_TH_2       "CAPACITOR 68NF"
C                   2  420   ""            "82N"             CAPACITOR_TH_2       "CAPACITOR 82NF"
C                   2  420   ""            "100N"            CAPACITOR_TH_2       "CAPACITOR 100NF"
C                   2  420   ""            "120N"            CAPACITOR_TH_2       "CAPACITOR 120NF"
C                   2  420   ""            "150N"            CAPACITOR_TH_2       "CAPACITOR 150NF"
C                   2  420   ""            "180N"            CAPACITOR_TH_2       "CAPACITOR 180NF"
C                   2  420   ""            "220N"            CAPACITOR_TH_2       "CAPACITOR 220NF"
C                   2  420   ""            "270N"            CAPACITOR_TH_2       "CAPACITOR 270NF"
C                   2  420   ""            "330N"            CAPACITOR_TH_2       "CAPACITOR 330NF"
C                   2  420   ""            "390N"            CAPACITOR_TH_2       "CAPACITOR 390NF"
C                   2  420   ""            "470N"            CAPACITOR_TH_2       "CAPACITOR 470NF"
C                   2  420   ""            "560N"            CAPACITOR_TH_2       "CAPACITOR 560NF"
C                   2  420   ""            "680N"            CAPACITOR_TH_2       "CAPACITOR 680NF"
C                   2  420   ""            "820N"            CAPACITOR_TH_2       "CAPACITOR 820NF"
C                   2  440   ""            "1N0"             CAPACITOR_TH_3       "CAPACITOR 1.0NF"
C                   2  440   ""            "1N2"             CAPACITOR_TH_3       "CAPACITOR 1.2NF"
C                   2  440   ""            "1N5"             CAPACITOR_TH_3       "CAPACITOR 1.5NF"
C                   2  440   ""            "1N8"             CAPACITOR_TH_3       "CAPACITOR 1.8NF"
C                   2  440   ""            "2N2"             CAPACITOR_TH_3       "CAPACITOR 2.2NF"
C                   2  440   ""            "2N7"             CAPACITOR_TH_3       "CAPACITOR 2.7NF"
C                   2  440   ""            "3N3"             CAPACITOR_TH_3       "CAPACITOR 3.3NF"
C                   2  440   ""            "3N9"             CAPACITOR_TH_3       "CAPACITOR 3.9NF"
C                   2  440   ""            "4N7"             CAPACITOR_TH_3       "CAPACITOR 4.7NF"
C                   2  440   ""            "5N6"             CAPACITOR_TH_3       "CAPACITOR 5.6NF"
C                   2  440   ""            "6N8"             CAPACITOR_TH_3       "CAPACITOR 6.8NF"
C                   2  440   ""            "8N2"             CAPACITOR_TH_3       "CAPACITOR 8.2NF"
C                   2  440   ""            "10N"             CAPACITOR_TH_3       "CAPACITOR 10NF"
C                   2  440   ""            "12N"             CAPACITOR_TH_3       "CAPACITOR 12NF"
C                   2  440   ""            "15N"             CAPACITOR_TH_3       "CAPACITOR 15NF"
C                   2  440   ""            "18N"             CAPACITOR_TH_3       "CAPACITOR 18NF"
C                   2  440   ""            "22N"             CAPACITOR_TH_3       "CAPACITOR 22NF"
C                   2  440   ""            "27N"             CAPACITOR_TH_3       "CAPACITOR 27NF"
C                   2  440   ""            "33N"             CAPACITOR_TH_3       "CAPACITOR 33NF"
C                   2  440   ""            "39N"             CAPACITOR_TH_3       "CAPACITOR 39NF"
C                   2  440   ""            "47N"             CAPACITOR_TH_3       "CAPACITOR 47NF"
C                   2  440   ""            "56N"             CAPACITOR_TH_3       "CAPACITOR 56NF"
C                   2  440   ""            "68N"             CAPACITOR_TH_3       "CAPACITOR 68NF"
C                   2  440   ""            "82N"             CAPACITOR_TH_3       "CAPACITOR 82NF"
C                   2  440   ""            "100N"            CAPACITOR_TH_3       "CAPACITOR 100NF"
C                   2  440   ""            "120N"            CAPACITOR_TH_3       "CAPACITOR 120NF"
C                   2  440   ""            "150N"            CAPACITOR_TH_3       "CAPACITOR 150NF"
C                   2  440   ""            "180N"            CAPACITOR_TH_3       "CAPACITOR 180NF"
C                   2  440   ""            "220N"            CAPACITOR_TH_3       "CAPACITOR 220NF"
C                   2  440   ""            "270N"            CAPACITOR_TH_3       "CAPACITOR 270NF"
C                   2  440   ""            "330N"            CAPACITOR_TH_3       "CAPACITOR 330NF"
C                   2  440   ""            "390N"            CAPACITOR_TH_3       "CAPACITOR 390NF"
C                   2  440   ""            "470N"            CAPACITOR_TH_3       "CAPACITOR 470NF"
C                   2  440   ""            "560N"            CAPACITOR_TH_3       "CAPACITOR 560NF"
C                   2  440   ""            "680N"            CAPACITOR_TH_3       "CAPACITOR 680NF"
C                   2  440   ""            "820N"            CAPACITOR_TH_3       "CAPACITOR 820NF"
C                   2  440   ""            "1U0"             CAPACITOR_TH_3       "CAPACITOR 1.0UF"
C                   2  440   ""            "1U2"             CAPACITOR_TH_3       "CAPACITOR 1.2UF"
C                   2  440   ""            "1U5"             CAPACITOR_TH_3       "CAPACITOR 1.5UF"
C                   2  440   ""            "1U8"             CAPACITOR_TH_3       "CAPACITOR 1.8UF"
C                   2  440   ""            "2U2"             CAPACITOR_TH_3       "CAPACITOR 2.2UF"
C                   2  440   ""            "2U7"             CAPACITOR_TH_3       "CAPACITOR 2.7UF"
C                   2  440   ""            "3U3"             CAPACITOR_TH_3       "CAPACITOR 3.3UF"
C                   2  440   ""            "3U9"             CAPACITOR_TH_3       "CAPACITOR 3.9UF"
C                   2  440   ""            "4U7"             CAPACITOR_TH_3       "CAPACITOR 4.7UF"
C                   2  440   ""            "5U6"             CAPACITOR_TH_3       "CAPACITOR 5.6UF"
C                   2  440   ""            "6U8"             CAPACITOR_TH_3       "CAPACITOR 6.8UF"
C                   2  440   ""            "8U2"             CAPACITOR_TH_3       "CAPACITOR 8.2UF"
C                   2  460   ""            "1N0"             CAPACITOR_TH_4       "CAPACITOR 1.0NF"
C                   2  460   ""            "1N2"             CAPACITOR_TH_4       "CAPACITOR 1.2NF"
C                   2  460   ""            "1N5"             CAPACITOR_TH_4       "CAPACITOR 1.5NF"
C                   2  460   ""            "1N8"             CAPACITOR_TH_4       "CAPACITOR 1.8NF"
C                   2  460   ""            "2N2"             CAPACITOR_TH_4       "CAPACITOR 2.2NF"
C                   2  460   ""            "2N7"             CAPACITOR_TH_4       "CAPACITOR 2.7NF"
C                   2  460   ""            "3N3"             CAPACITOR_TH_4       "CAPACITOR 3.3NF"
C                   2  460   ""            "3N9"             CAPACITOR_TH_4       "CAPACITOR 3.9NF"
C                   2  460   ""            "4N7"             CAPACITOR_TH_4       "CAPACITOR 4.7NF"
C                   2  460   ""            "5N6"             CAPACITOR_TH_4       "CAPACITOR 5.6NF"
C                   2  460   ""            "6N8"             CAPACITOR_TH_4       "CAPACITOR 6.8NF"
C                   2  460   ""            "8N2"             CAPACITOR_TH_4       "CAPACITOR 8.2NF"
C                   2  460   ""            "10N"             CAPACITOR_TH_4       "CAPACITOR 10NF"
C                   2  460   ""            "12N"             CAPACITOR_TH_4       "CAPACITOR 12NF"
C                   2  460   ""            "15N"             CAPACITOR_TH_4       "CAPACITOR 15NF"
C                   2  460   ""            "18N"             CAPACITOR_TH_4       "CAPACITOR 18NF"
C                   2  460   ""            "22N"             CAPACITOR_TH_4       "CAPACITOR 22NF"
C                   2  460   ""            "27N"             CAPACITOR_TH_4       "CAPACITOR 27NF"
C                   2  460   ""            "33N"             CAPACITOR_TH_4       "CAPACITOR 33NF"
C                   2  460   ""            "39N"             CAPACITOR_TH_4       "CAPACITOR 39NF"
C                   2  460   ""            "47N"             CAPACITOR_TH_4       "CAPACITOR 47NF"
C                   2  460   ""            "56N"             CAPACITOR_TH_4       "CAPACITOR 56NF"
C                   2  460   ""            "68N"             CAPACITOR_TH_4       "CAPACITOR 68NF"
C                   2  460   ""            "82N"             CAPACITOR_TH_4       "CAPACITOR 82NF"
C                   2  460   ""            "100N"            CAPACITOR_TH_4       "CAPACITOR 100NF"
C                   2  460   ""            "120N"            CAPACITOR_TH_4       "CAPACITOR 120NF"
C                   2  460   ""            "150N"            CAPACITOR_TH_4       "CAPACITOR 150NF"
C                   2  460   ""            "180N"            CAPACITOR_TH_4       "CAPACITOR 180NF"
C                   2  460   ""            "220N"            CAPACITOR_TH_4       "CAPACITOR 220NF"
C                   2  460   ""            "270N"            CAPACITOR_TH_4       "CAPACITOR 270NF"
C                   2  460   ""            "330N"            CAPACITOR_TH_4       "CAPACITOR 330NF"
C                   2  460   ""            "390N"            CAPACITOR_TH_4       "CAPACITOR 390NF"
C                   2  460   ""            "470N"            CAPACITOR_TH_4       "CAPACITOR 470NF"
C                   2  460   ""            "560N"            CAPACITOR_TH_4       "CAPACITOR 560NF"
C                   2  460   ""            "680N"            CAPACITOR_TH_4       "CAPACITOR 680NF"
C                   2  460   ""            "820N"            CAPACITOR_TH_4       "CAPACITOR 820NF"
C                   2  460   ""            "1U0"             CAPACITOR_TH_4       "CAPACITOR 1.0UF"
C                   2  460   ""            "1U2"             CAPACITOR_TH_4       "CAPACITOR 1.2UF"
C                   2  460   ""            "1U5"             CAPACITOR_TH_4       "CAPACITOR 1.5UF"
C                   2  460   ""            "1U8"             CAPACITOR_TH_4       "CAPACITOR 1.8UF"
C                   2  460   ""            "2U2"             CAPACITOR_TH_4       "CAPACITOR 2.2UF"
C                   2  460   ""            "2U7"             CAPACITOR_TH_4       "CAPACITOR 2.7UF"
C                   2  460   ""            "3U3"             CAPACITOR_TH_4       "CAPACITOR 3.3UF"
C                   2  460   ""            "3U9"             CAPACITOR_TH_4       "CAPACITOR 3.9UF"
C                   2  460   ""            "4U7"             CAPACITOR_TH_4       "CAPACITOR 4.7UF"
C                   2  460   ""            "5U6"             CAPACITOR_TH_4       "CAPACITOR 5.6UF"
C                   2  460   ""            "6U8"             CAPACITOR_TH_4       "CAPACITOR 6.8UF"
C                   2  460   ""            "8U2"             CAPACITOR_TH_4       "CAPACITOR 8.2UF"
C                   2  480   ""            "10N"             CAPACITOR_TH_5       "CAPACITOR 10NF"
C                   2  480   ""            "12N"             CAPACITOR_TH_5       "CAPACITOR 12NF"
C                   2  480   ""            "15N"             CAPACITOR_TH_5       "CAPACITOR 15NF"
C                   2  480   ""            "18N"             CAPACITOR_TH_5       "CAPACITOR 18NF"
C                   2  480   ""            "22N"             CAPACITOR_TH_5       "CAPACITOR 22NF"
C                   2  480   ""            "27N"             CAPACITOR_TH_5       "CAPACITOR 27NF"
C                   2  480   ""            "33N"             CAPACITOR_TH_5       "CAPACITOR 33NF"
C                   2  480   ""            "39N"             CAPACITOR_TH_5       "CAPACITOR 39NF"
C                   2  480   ""            "47N"             CAPACITOR_TH_5       "CAPACITOR 47NF"
C                   2  480   ""            "56N"             CAPACITOR_TH_5       "CAPACITOR 56NF"
C                   2  480   ""            "68N"             CAPACITOR_TH_5       "CAPACITOR 68NF"
C                   2  480   ""            "82N"             CAPACITOR_TH_5       "CAPACITOR 82NF"
C                   2  480   ""            "100N"            CAPACITOR_TH_5       "CAPACITOR 100NF"
C                   2  480   ""            "120N"            CAPACITOR_TH_5       "CAPACITOR 120NF"
C                   2  480   ""            "150N"            CAPACITOR_TH_5       "CAPACITOR 150NF"
C                   2  480   ""            "180N"            CAPACITOR_TH_5       "CAPACITOR 180NF"
C                   2  480   ""            "220N"            CAPACITOR_TH_5       "CAPACITOR 220NF"
C                   2  480   ""            "270N"            CAPACITOR_TH_5       "CAPACITOR 270NF"
C                   2  480   ""            "330N"            CAPACITOR_TH_5       "CAPACITOR 330NF"
C                   2  480   ""            "390N"            CAPACITOR_TH_5       "CAPACITOR 390NF"
C                   2  480   ""            "470N"            CAPACITOR_TH_5       "CAPACITOR 470NF"
C                   2  480   ""            "560N"            CAPACITOR_TH_5       "CAPACITOR 560NF"
C                   2  480   ""            "680N"            CAPACITOR_TH_5       "CAPACITOR 680NF"
C                   2  480   ""            "820N"            CAPACITOR_TH_5       "CAPACITOR 820NF"
C                   2  480   ""            "1U0"             CAPACITOR_TH_5       "CAPACITOR 1.0UF"
C                   2  480   ""            "1U2"             CAPACITOR_TH_5       "CAPACITOR 1.2UF"
C                   2  480   ""            "1U5"             CAPACITOR_TH_5       "CAPACITOR 1.5UF"
C                   2  480   ""            "1U8"             CAPACITOR_TH_5       "CAPACITOR 1.8UF"
C                   2  480   ""            "2U2"             CAPACITOR_TH_5       "CAPACITOR 2.2UF"
C                   2  480   ""            "2U7"             CAPACITOR_TH_5       "CAPACITOR 2.7UF"
C                   2  480   ""            "3U3"             CAPACITOR_TH_5       "CAPACITOR 3.3UF"
C                   2  480   ""            "3U9"             CAPACITOR_TH_5       "CAPACITOR 3.9UF"
C                   2  480   ""            "4U7"             CAPACITOR_TH_5       "CAPACITOR 4.7UF"
C                   2  480   ""            "5U6"             CAPACITOR_TH_5       "CAPACITOR 5.6UF"
C                   2  480   ""            "6U8"             CAPACITOR_TH_5       "CAPACITOR 6.8UF"
C                   2  480   ""            "8U2"             CAPACITOR_TH_5       "CAPACITOR 8.2UF"
C                   2  480   ""            "10U"             CAPACITOR_TH_5       "CAPACITOR 10UF"
C                   2  480   ""            "12U"             CAPACITOR_TH_5       "CAPACITOR 12UF"
C                   2  480   ""            "15U"             CAPACITOR_TH_5       "CAPACITOR 15UF"
C                   2  480   ""            "18U"             CAPACITOR_TH_5       "CAPACITOR 18UF"
C                   2  480   ""            "22U"             CAPACITOR_TH_5       "CAPACITOR 22UF"
C                   2  480   ""            "27U"             CAPACITOR_TH_5       "CAPACITOR 27UF"
C                   2  480   ""            "33U"             CAPACITOR_TH_5       "CAPACITOR 33UF"
C                   2  480   ""            "39U"             CAPACITOR_TH_5       "CAPACITOR 39UF"
C                   2  480   ""            "47U"             CAPACITOR_TH_5       "CAPACITOR 47UF"
C                   2  480   ""            "56U"             CAPACITOR_TH_5       "CAPACITOR 56UF"
C                   2  480   ""            "68U"             CAPACITOR_TH_5       "CAPACITOR 68UF"
C                   2  480   ""            "82U"             CAPACITOR_TH_5       "CAPACITOR 82UF"
C                   2  500   ""            "10N"             CAPACITOR_TH_6       "CAPACITOR 10NF"
C                   2  500   ""            "12N"             CAPACITOR_TH_6       "CAPACITOR 12NF"
C                   2  500   ""            "15N"             CAPACITOR_TH_6       "CAPACITOR 15NF"
C                   2  500   ""            "18N"             CAPACITOR_TH_6       "CAPACITOR 18NF"
C                   2  500   ""            "22N"             CAPACITOR_TH_6       "CAPACITOR 22NF"
C                   2  500   ""            "27N"             CAPACITOR_TH_6       "CAPACITOR 27NF"
C                   2  500   ""            "33N"             CAPACITOR_TH_6       "CAPACITOR 33NF"
C                   2  500   ""            "39N"             CAPACITOR_TH_6       "CAPACITOR 39NF"
C                   2  500   ""            "47N"             CAPACITOR_TH_6       "CAPACITOR 47NF"
C                   2  500   ""            "56N"             CAPACITOR_TH_6       "CAPACITOR 56NF"
C                   2  500   ""            "68N"             CAPACITOR_TH_6       "CAPACITOR 68NF"
C                   2  500   ""            "82N"             CAPACITOR_TH_6       "CAPACITOR 82NF"
C                   2  500   ""            "100N"            CAPACITOR_TH_6       "CAPACITOR 100NF"
C                   2  500   ""            "120N"            CAPACITOR_TH_6       "CAPACITOR 120NF"
C                   2  500   ""            "150N"            CAPACITOR_TH_6       "CAPACITOR 150NF"
C                   2  500   ""            "180N"            CAPACITOR_TH_6       "CAPACITOR 180NF"
C                   2  500   ""            "220N"            CAPACITOR_TH_6       "CAPACITOR 220NF"
C                   2  500   ""            "270N"            CAPACITOR_TH_6       "CAPACITOR 270NF"
C                   2  500   ""            "330N"            CAPACITOR_TH_6       "CAPACITOR 330NF"
C                   2  500   ""            "390N"            CAPACITOR_TH_6       "CAPACITOR 390NF"
C                   2  500   ""            "470N"            CAPACITOR_TH_6       "CAPACITOR 470NF"
C                   2  500   ""            "560N"            CAPACITOR_TH_6       "CAPACITOR 560NF"
C                   2  500   ""            "680N"            CAPACITOR_TH_6       "CAPACITOR 680NF"
C                   2  500   ""            "820N"            CAPACITOR_TH_6       "CAPACITOR 820NF"
C                   2  500   ""            "1U0"             CAPACITOR_TH_6       "CAPACITOR 1.0UF"
C                   2  500   ""            "1U2"             CAPACITOR_TH_6       "CAPACITOR 1.2UF"
C                   2  500   ""            "1U5"             CAPACITOR_TH_6       "CAPACITOR 1.5UF"
C                   2  500   ""            "1U8"             CAPACITOR_TH_6       "CAPACITOR 1.8UF"
C                   2  500   ""            "2U2"             CAPACITOR_TH_6       "CAPACITOR 2.2UF"
C                   2  500   ""            "2U7"             CAPACITOR_TH_6       "CAPACITOR 2.7UF"
C                   2  500   ""            "3U3"             CAPACITOR_TH_6       "CAPACITOR 3.3UF"
C                   2  500   ""            "3U9"             CAPACITOR_TH_6       "CAPACITOR 3.9UF"
C                   2  500   ""            "4U7"             CAPACITOR_TH_6       "CAPACITOR 4.7UF"
C                   2  500   ""            "5U6"             CAPACITOR_TH_6       "CAPACITOR 5.6UF"
C                   2  500   ""            "6U8"             CAPACITOR_TH_6       "CAPACITOR 6.8UF"
C                   2  500   ""            "8U2"             CAPACITOR_TH_6       "CAPACITOR 8.2UF"
C                   2  500   ""            "10U"             CAPACITOR_TH_6       "CAPACITOR 10UF"
C                   2  500   ""            "12U"             CAPACITOR_TH_6       "CAPACITOR 12UF"
C                   2  500   ""            "15U"             CAPACITOR_TH_6       "CAPACITOR 15UF"
C                   2  500   ""            "18U"             CAPACITOR_TH_6       "CAPACITOR 18UF"
C                   2  500   ""            "22U"             CAPACITOR_TH_6       "CAPACITOR 22UF"
C                   2  500   ""            "27U"             CAPACITOR_TH_6       "CAPACITOR 27UF"
C                   2  500   ""            "33U"             CAPACITOR_TH_6       "CAPACITOR 33UF"
C                   2  500   ""            "39U"             CAPACITOR_TH_6       "CAPACITOR 39UF"
C                   2  500   ""            "47U"             CAPACITOR_TH_6       "CAPACITOR 47UF"
C                   2  500   ""            "56U"             CAPACITOR_TH_6       "CAPACITOR 56UF"
C                   2  500   ""            "68U"             CAPACITOR_TH_6       "CAPACITOR 68UF"
C                   2  500   ""            "82U"             CAPACITOR_TH_6       "CAPACITOR 82UF"
C                   2  520   ""            "10N"             CAPACITOR_TH_8       "CAPACITOR 10NF"
C                   2  520   ""            "12N"             CAPACITOR_TH_8       "CAPACITOR 12NF"
C                   2  520   ""            "15N"             CAPACITOR_TH_8       "CAPACITOR 15NF"
C                   2  520   ""            "18N"             CAPACITOR_TH_8       "CAPACITOR 18NF"
C                   2  520   ""            "22N"             CAPACITOR_TH_8       "CAPACITOR 22NF"
C                   2  520   ""            "27N"             CAPACITOR_TH_8       "CAPACITOR 27NF"
C                   2  520   ""            "33N"             CAPACITOR_TH_8       "CAPACITOR 33NF"
C                   2  520   ""            "39N"             CAPACITOR_TH_8       "CAPACITOR 39NF"
C                   2  520   ""            "47N"             CAPACITOR_TH_8       "CAPACITOR 47NF"
C                   2  520   ""            "56N"             CAPACITOR_TH_8       "CAPACITOR 56NF"
C                   2  520   ""            "68N"             CAPACITOR_TH_8       "CAPACITOR 68NF"
C                   2  520   ""            "82N"             CAPACITOR_TH_8       "CAPACITOR 82NF"
C                   2  520   ""            "100N"            CAPACITOR_TH_8       "CAPACITOR 100NF"
C                   2  520   ""            "120N"            CAPACITOR_TH_8       "CAPACITOR 120NF"
C                   2  520   ""            "150N"            CAPACITOR_TH_8       "CAPACITOR 150NF"
C                   2  520   ""            "180N"            CAPACITOR_TH_8       "CAPACITOR 180NF"
C                   2  520   ""            "220N"            CAPACITOR_TH_8       "CAPACITOR 220NF"
C                   2  520   ""            "270N"            CAPACITOR_TH_8       "CAPACITOR 270NF"
C                   2  520   ""            "330N"            CAPACITOR_TH_8       "CAPACITOR 330NF"
C                   2  520   ""            "390N"            CAPACITOR_TH_8       "CAPACITOR 390NF"
C                   2  520   ""            "470N"            CAPACITOR_TH_8       "CAPACITOR 470NF"
C                   2  520   ""            "560N"            CAPACITOR_TH_8       "CAPACITOR 560NF"
C                   2  520   ""            "680N"            CAPACITOR_TH_8       "CAPACITOR 680NF"
C                   2  520   ""            "820N"            CAPACITOR_TH_8       "CAPACITOR 820NF"
C                   2  520   ""            "1U0"             CAPACITOR_TH_8       "CAPACITOR 1.0UF"
C                   2  520   ""            "1U2"             CAPACITOR_TH_8       "CAPACITOR 1.2UF"
C                   2  520   ""            "1U5"             CAPACITOR_TH_8       "CAPACITOR 1.5UF"
C                   2  520   ""            "1U8"             CAPACITOR_TH_8       "CAPACITOR 1.8UF"
C                   2  520   ""            "2U2"             CAPACITOR_TH_8       "CAPACITOR 2.2UF"
C                   2  520   ""            "2U7"             CAPACITOR_TH_8       "CAPACITOR 2.7UF"
C                   2  520   ""            "3U3"             CAPACITOR_TH_8       "CAPACITOR 3.3UF"
C                   2  520   ""            "3U9"             CAPACITOR_TH_8       "CAPACITOR 3.9UF"
C                   2  520   ""            "4U7"             CAPACITOR_TH_8       "CAPACITOR 4.7UF"
C                   2  520   ""            "5U6"             CAPACITOR_TH_8       "CAPACITOR 5.6UF"
C                   2  520   ""            "6U8"             CAPACITOR_TH_8       "CAPACITOR 6.8UF"
C                   2  520   ""            "8U2"             CAPACITOR_TH_8       "CAPACITOR 8.2UF"
C                   2  520   ""            "10U"             CAPACITOR_TH_8       "CAPACITOR 10UF"
C                   2  520   ""            "12U"             CAPACITOR_TH_8       "CAPACITOR 12UF"
C                   2  520   ""            "15U"             CAPACITOR_TH_8       "CAPACITOR 15UF"
C                   2  520   ""            "18U"             CAPACITOR_TH_8       "CAPACITOR 18UF"
C                   2  520   ""            "22U"             CAPACITOR_TH_8       "CAPACITOR 22UF"
C                   2  520   ""            "27U"             CAPACITOR_TH_8       "CAPACITOR 27UF"
C                   2  520   ""            "33U"             CAPACITOR_TH_8       "CAPACITOR 33UF"
C                   2  520   ""            "39U"             CAPACITOR_TH_8       "CAPACITOR 39UF"
C                   2  520   ""            "47U"             CAPACITOR_TH_8       "CAPACITOR 47UF"
C                   2  520   ""            "56U"             CAPACITOR_TH_8       "CAPACITOR 56UF"
C                   2  520   ""            "68U"             CAPACITOR_TH_8       "CAPACITOR 68UF"
C                   2  520   ""            "82U"             CAPACITOR_TH_8       "CAPACITOR 82UF"
C                   2  540   ""            "10N"             CAPACITOR_TH_10      "CAPACITOR 10NF"
C                   2  540   ""            "12N"             CAPACITOR_TH_10      "CAPACITOR 12NF"
C                   2  540   ""            "15N"             CAPACITOR_TH_10      "CAPACITOR 15NF"
C                   2  540   ""            "18N"             CAPACITOR_TH_10      "CAPACITOR 18NF"
C                   2  540   ""            "22N"             CAPACITOR_TH_10      "CAPACITOR 22NF"
C                   2  540   ""            "27N"             CAPACITOR_TH_10      "CAPACITOR 27NF"
C                   2  540   ""            "33N"             CAPACITOR_TH_10      "CAPACITOR 33NF"
C                   2  540   ""            "39N"             CAPACITOR_TH_10      "CAPACITOR 39NF"
C                   2  540   ""            "47N"             CAPACITOR_TH_10      "CAPACITOR 47NF"
C                   2  540   ""            "56N"             CAPACITOR_TH_10      "CAPACITOR 56NF"
C                   2  540   ""            "68N"             CAPACITOR_TH_10      "CAPACITOR 68NF"
C                   2  540   ""            "82N"             CAPACITOR_TH_10      "CAPACITOR 82NF"
C                   2  540   ""            "100N"            CAPACITOR_TH_10      "CAPACITOR 100NF"
C                   2  540   ""            "120N"            CAPACITOR_TH_10      "CAPACITOR 120NF"
C                   2  540   ""            "150N"            CAPACITOR_TH_10      "CAPACITOR 150NF"
C                   2  540   ""            "180N"            CAPACITOR_TH_10      "CAPACITOR 180NF"
C                   2  540   ""            "220N"            CAPACITOR_TH_10      "CAPACITOR 220NF"
C                   2  540   ""            "270N"            CAPACITOR_TH_10      "CAPACITOR 270NF"
C                   2  540   ""            "330N"            CAPACITOR_TH_10      "CAPACITOR 330NF"
C                   2  540   ""            "390N"            CAPACITOR_TH_10      "CAPACITOR 390NF"
C                   2  540   ""            "470N"            CAPACITOR_TH_10      "CAPACITOR 470NF"
C                   2  540   ""            "560N"            CAPACITOR_TH_10      "CAPACITOR 560NF"
C                   2  540   ""            "680N"            CAPACITOR_TH_10      "CAPACITOR 680NF"
C                   2  540   ""            "820N"            CAPACITOR_TH_10      "CAPACITOR 820NF"
