;
;
;
;
;
;
;
;Symbolname     Code1  Code2 PartNr        Value             Geometry             Description
R_PULLUP_SIL7_3V3   1  620   ""            "33K"             RESISTOR_SIL7        "RESISTOR PULLUP 33K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "47K"             RESISTOR_SIL7        "RESISTOR PULLUP 47K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "68K"             RESISTOR_SIL7        "RESISTOR PULLUP 68K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "100K"            RESISTOR_SIL7        "RESISTOR PULLUP 100K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "150K"            RESISTOR_SIL7        "RESISTOR PULLUP 150K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "220K"            RESISTOR_SIL7        "RESISTOR PULLUP 220K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "330K"            RESISTOR_SIL7        "RESISTOR PULLUP 330K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "470K"            RESISTOR_SIL7        "RESISTOR PULLUP 470K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "680K"            RESISTOR_SIL7        "RESISTOR PULLUP 680K OHM 3V3 (SIL7)"
R_PULLUP_SIL7_3V3   1  620   ""            "1M0"             RESISTOR_SIL7        "RESISTOR PULLUP 1.0M OHM 3V3 (SIL7)"

R_PULLUP_SIL8_3V3   1  620   ""            "10R"             RESISTOR_SIL8        "RESISTOR PULLUP 10 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "15R"             RESISTOR_SIL8        "RESISTOR PULLUP 15 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "22R"             RESISTOR_SIL8        "RESISTOR PULLUP 22 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "33R"             RESISTOR_SIL8        "RESISTOR PULLUP 33 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "47R"             RESISTOR_SIL8        "RESISTOR PULLUP 47 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "68R"             RESISTOR_SIL8        "RESISTOR PULLUP 68 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "100R"            RESISTOR_SIL8        "RESISTOR PULLUP 100 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "150R"            RESISTOR_SIL8        "RESISTOR PULLUP 150 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "220R"            RESISTOR_SIL8        "RESISTOR PULLUP 220 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "330R"            RESISTOR_SIL8        "RESISTOR PULLUP 330 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "470R"            RESISTOR_SIL8        "RESISTOR PULLUP 470 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "680R"            RESISTOR_SIL8        "RESISTOR PULLUP 680 OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "1K0"             RESISTOR_SIL8        "RESISTOR PULLUP 1.0K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "1K5"             RESISTOR_SIL8        "RESISTOR PULLUP 1.5K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "2K2"             RESISTOR_SIL8        "RESISTOR PULLUP 2.2K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "3K3"             RESISTOR_SIL8        "RESISTOR PULLUP 3.3K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "4K7"             RESISTOR_SIL8        "RESISTOR PULLUP 4.7K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "6K8"             RESISTOR_SIL8        "RESISTOR PULLUP 6.8K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "10K"             RESISTOR_SIL8        "RESISTOR PULLUP 10K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "15K"             RESISTOR_SIL8        "RESISTOR PULLUP 15K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "22K"             RESISTOR_SIL8        "RESISTOR PULLUP 22K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "33K"             RESISTOR_SIL8        "RESISTOR PULLUP 33K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "47K"             RESISTOR_SIL8        "RESISTOR PULLUP 47K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "68K"             RESISTOR_SIL8        "RESISTOR PULLUP 68K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "100K"            RESISTOR_SIL8        "RESISTOR PULLUP 100K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "150K"            RESISTOR_SIL8        "RESISTOR PULLUP 150K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "220K"            RESISTOR_SIL8        "RESISTOR PULLUP 220K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "330K"            RESISTOR_SIL8        "RESISTOR PULLUP 330K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "470K"            RESISTOR_SIL8        "RESISTOR PULLUP 470K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "680K"            RESISTOR_SIL8        "RESISTOR PULLUP 680K OHM 3V3 (SIL8)"
R_PULLUP_SIL8_3V3   1  620   ""            "1M0"             RESISTOR_SIL8        "RESISTOR PULLUP 1.0M OHM 3V3 (SIL8)"

R_PULLUP_SIL9_3V3   1  620   ""            "10R"             RESISTOR_SIL9        "RESISTOR PULLUP 10 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "15R"             RESISTOR_SIL9        "RESISTOR PULLUP 15 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "22R"             RESISTOR_SIL9        "RESISTOR PULLUP 22 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "33R"             RESISTOR_SIL9        "RESISTOR PULLUP 33 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "47R"             RESISTOR_SIL9        "RESISTOR PULLUP 47 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "68R"             RESISTOR_SIL9        "RESISTOR PULLUP 68 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "100R"            RESISTOR_SIL9        "RESISTOR PULLUP 100 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "150R"            RESISTOR_SIL9        "RESISTOR PULLUP 150 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "220R"            RESISTOR_SIL9        "RESISTOR PULLUP 220 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "330R"            RESISTOR_SIL9        "RESISTOR PULLUP 330 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "470R"            RESISTOR_SIL9        "RESISTOR PULLUP 470 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "680R"            RESISTOR_SIL9        "RESISTOR PULLUP 680 OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "1K0"             RESISTOR_SIL9        "RESISTOR PULLUP 1.0K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "1K5"             RESISTOR_SIL9        "RESISTOR PULLUP 1.5K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "2K2"             RESISTOR_SIL9        "RESISTOR PULLUP 2.2K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "3K3"             RESISTOR_SIL9        "RESISTOR PULLUP 3.3K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "4K7"             RESISTOR_SIL9        "RESISTOR PULLUP 4.7K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "6K8"             RESISTOR_SIL9        "RESISTOR PULLUP 6.8K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "10K"             RESISTOR_SIL9        "RESISTOR PULLUP 10K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "15K"             RESISTOR_SIL9        "RESISTOR PULLUP 15K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "22K"             RESISTOR_SIL9        "RESISTOR PULLUP 22K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "33K"             RESISTOR_SIL9        "RESISTOR PULLUP 33K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "47K"             RESISTOR_SIL9        "RESISTOR PULLUP 47K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "68K"             RESISTOR_SIL9        "RESISTOR PULLUP 68K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "100K"            RESISTOR_SIL9        "RESISTOR PULLUP 100K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "150K"            RESISTOR_SIL9        "RESISTOR PULLUP 150K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "220K"            RESISTOR_SIL9        "RESISTOR PULLUP 220K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "330K"            RESISTOR_SIL9        "RESISTOR PULLUP 330K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "470K"            RESISTOR_SIL9        "RESISTOR PULLUP 470K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "680K"            RESISTOR_SIL9        "RESISTOR PULLUP 680K OHM 3V3 (SIL9)"
R_PULLUP_SIL9_3V3   1  620   ""            "1M0"             RESISTOR_SIL9        "RESISTOR PULLUP 1.0M OHM 3V3 (SIL9)"
; RESISTORS VARIABLE
R_VAR               1  700   ""            ""                POTM1                "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM2                "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM3                "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM3A               "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM3B               "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM4                "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM4A               "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM4B               "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM5                "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM5A               "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM5B               "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM_4MM             "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM_6MM             "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM_6MM_A           "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM_6MM_B           "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM_9MM             "RESISTOR VARIABLE"
R_VAR               1  700   ""            ""                POTM_9MM_A           "RESISTOR VARIABLE"

R_VAR               1  710   ""            ""                POTM_SMD2MM          "RESISTOR VARIABLE SMD"
R_VAR               1  710   ""            ""                POTM_SMD3MM          "RESISTOR VARIABLE SMD"
R_VAR               1  710   ""            ""                POTM_SMD4MM          "RESISTOR VARIABLE SMD"
R_VAR               1  710   ""            ""                POTM_SMD4MM_A        "RESISTOR VARIABLE SMD"
; CAPACITORS
C                   2  100   ""            "1P0"             K0402                "CAPACITOR 1.0PF"
C                   2  100   ""            "1P2"             K0402                "CAPACITOR 1.2PF"
C                   2  100   ""            "1P5"             K0402                "CAPACITOR 1.5PF"
C                   2  100   ""            "1P8"             K0402                "CAPACITOR 1.8PF"
C                   2  100   ""            "2P2"             K0402                "CAPACITOR 2.2PF"
C                   2  100   ""            "2P7"             K0402                "CAPACITOR 2.7PF"
C                   2  100   ""            "3P3"             K0402                "CAPACITOR 3.3PF"
C                   2  100   ""            "3P9"             K0402                "CAPACITOR 3.9PF"
C                   2  100   ""            "4P7"             K0402                "CAPACITOR 4.7PF"
C                   2  100   ""            "5P6"             K0402                "CAPACITOR 5.6PF"
C                   2  100   ""            "6P8"             K0402                "CAPACITOR 6.8PF"
C                   2  100   ""            "8P2"             K0402                "CAPACITOR 8.2PF"
C                   2  100   ""            "10P"             K0402                "CAPACITOR 10PF"
C                   2  100   ""            "12P"             K0402                "CAPACITOR 12PF"
C                   2  100   ""            "15P"             K0402                "CAPACITOR 15PF"
C                   2  100   ""            "18P"             K0402                "CAPACITOR 18PF"
C                   2  100   ""            "22P"             K0402                "CAPACITOR 22PF"
C                   2  100   ""            "27P"             K0402                "CAPACITOR 27PF"
C                   2  100   ""            "33P"             K0402                "CAPACITOR 33PF"
C                   2  100   ""            "39P"             K0402                "CAPACITOR 39PF"
C                   2  100   ""            "47P"             K0402                "CAPACITOR 47PF"
C                   2  100   ""            "56P"             K0402                "CAPACITOR 56PF"
C                   2  100   ""            "68P"             K0402                "CAPACITOR 68PF"
C                   2  100   ""            "82P"             K0402                "CAPACITOR 82PF"
C                   2  100   ""            "100P"            K0402                "CAPACITOR 100PF"
C                   2  100   ""            "120P"            K0402                "CAPACITOR 120PF"
C                   2  100   ""            "150P"            K0402                "CAPACITOR 150PF"
C                   2  100   ""            "180P"            K0402                "CAPACITOR 180PF"
C                   2  100   ""            "220P"            K0402                "CAPACITOR 220PF"
C                   2  100   ""            "270P"            K0402                "CAPACITOR 270PF"
C                   2  100   ""            "330P"            K0402                "CAPACITOR 330PF"
C                   2  100   ""            "390P"            K0402                "CAPACITOR 390PF"
C                   2  100   ""            "470P"            K0402                "CAPACITOR 470PF"
C                   2  100   ""            "560P"            K0402                "CAPACITOR 560PF"
C                   2  100   ""            "680P"            K0402                "CAPACITOR 680PF"
C                   2  100   ""            "820P"            K0402                "CAPACITOR 820PF"
C                   2  100   ""            "1N0"             K0402                "CAPACITOR 1.0NF"
C                   2  100   ""            "1N2"             K0402                "CAPACITOR 1.2NF"
C                   2  100   ""            "1N5"             K0402                "CAPACITOR 1.5NF"
C                   2  100   ""            "1N8"             K0402                "CAPACITOR 1.8NF"
C                   2  100   ""            "2N2"             K0402                "CAPACITOR 2.2NF"
C                   2  100   ""            "2N7"             K0402                "CAPACITOR 2.7NF"
C                   2  100   ""            "3N3"             K0402                "CAPACITOR 3.3NF"
C                   2  100   ""            "3N9"             K0402                "CAPACITOR 3.9NF"
C                   2  100   ""            "4N7"             K0402                "CAPACITOR 4.7NF"
C                   2  100   ""            "5N6"             K0402                "CAPACITOR 5.6NF"
C                   2  100   ""            "6N8"             K0402                "CAPACITOR 6.8NF"
C                   2  100   ""            "8N2"             K0402                "CAPACITOR 8.2NF"
C                   2  100   ""            "10N"             K0402                "CAPACITOR 10NF"
C                   2  100   ""            "12N"             K0402                "CAPACITOR 12NF"
C                   2  100   ""            "15N"             K0402                "CAPACITOR 15NF"
C                   2  100   ""            "18N"             K0402                "CAPACITOR 18NF"
C                   2  100   ""            "22N"             K0402                "CAPACITOR 22NF"
C                   2  100   ""            "27N"             K0402                "CAPACITOR 27NF"
C                   2  100   ""            "33N"             K0402                "CAPACITOR 33NF"
C                   2  100   ""            "39N"             K0402                "CAPACITOR 39NF"
C                   2  100   ""            "47N"             K0402                "CAPACITOR 47NF"
C                   2  100   ""            "56N"             K0402                "CAPACITOR 56NF"
C                   2  100   ""            "68N"             K0402                "CAPACITOR 68NF"
C                   2  100   ""            "82N"             K0402                "CAPACITOR 82NF"
C                   2  100   ""            "100N"            K0402                "CAPACITOR 100NF"
C                   2  100   ""            "120N"            K0402                "CAPACITOR 120NF"
C                   2  100   ""            "150N"            K0402                "CAPACITOR 150NF"
C                   2  100   ""            "180N"            K0402                "CAPACITOR 180NF"
C                   2  100   ""            "220N"            K0402                "CAPACITOR 220NF"
C                   2  100   ""            "270N"            K0402                "CAPACITOR 270NF"
C                   2  100   ""            "330N"            K0402                "CAPACITOR 330NF"
C                   2  100   ""            "390N"            K0402                "CAPACITOR 390NF"
C                   2  100   ""            "470N"            K0402                "CAPACITOR 470NF"
C                   2  100   ""            "560N"            K0402                "CAPACITOR 560NF"
C                   2  100   ""            "680N"            K0402                "CAPACITOR 680NF"
C                   2  100   ""            "820N"            K0402                "CAPACITOR 820NF"
C                   2  110   ""            "1P0"             K0603                "CAPACITOR 1.0PF"
C                   2  110   ""            "1P2"             K0603                "CAPACITOR 1.2PF"
C                   2  110   ""            "1P5"             K0603                "CAPACITOR 1.5PF"
C                   2  110   ""            "1P8"             K0603                "CAPACITOR 1.8PF"
C                   2  110   ""            "2P2"             K0603                "CAPACITOR 2.2PF"
C                   2  110   ""            "2P7"             K0603                "CAPACITOR 2.7PF"
C                   2  110   ""            "3P3"             K0603                "CAPACITOR 3.3PF"
C                   2  110   ""            "3P9"             K0603                "CAPACITOR 3.9PF"
C                   2  110   ""            "4P7"             K0603                "CAPACITOR 4.7PF"
C                   2  110   ""            "5P6"             K0603                "CAPACITOR 5.6PF"
C                   2  110   ""            "6P8"             K0603                "CAPACITOR 6.8PF"
C                   2  110   ""            "8P2"             K0603                "CAPACITOR 8.2PF"
C                   2  110   ""            "10P"             K0603                "CAPACITOR 10PF"
C                   2  110   ""            "12P"             K0603                "CAPACITOR 12PF"
C                   2  110   ""            "15P"             K0603                "CAPACITOR 15PF"
C                   2  110   ""            "18P"             K0603                "CAPACITOR 18PF"
C                   2  110   ""            "22P"             K0603                "CAPACITOR 22PF"
C                   2  110   ""            "27P"             K0603                "CAPACITOR 27PF"
C                   2  110   ""            "33P"             K0603                "CAPACITOR 33PF"
C                   2  110   ""            "39P"             K0603                "CAPACITOR 39PF"
C                   2  110   ""            "47P"             K0603                "CAPACITOR 47PF"
C                   2  110   ""            "56P"             K0603                "CAPACITOR 56PF"
C                   2  110   ""            "68P"             K0603                "CAPACITOR 68PF"
C                   2  110   ""            "82P"             K0603                "CAPACITOR 82PF"
C                   2  110   ""            "100P"            K0603                "CAPACITOR 100PF"
C                   2  110   ""            "120P"            K0603                "CAPACITOR 120PF"
C                   2  110   ""            "150P"            K0603                "CAPACITOR 150PF"
C                   2  110   ""            "180P"            K0603                "CAPACITOR 180PF"
C                   2  110   ""            "220P"            K0603                "CAPACITOR 220PF"
C                   2  110   ""            "270P"            K0603                "CAPACITOR 270PF"
C                   2  110   ""            "330P"            K0603                "CAPACITOR 330PF"
C                   2  110   ""            "390P"            K0603                "CAPACITOR 390PF"
C                   2  110   ""            "470P"            K0603                "CAPACITOR 470PF"
C                   2  110   ""            "560P"            K0603                "CAPACITOR 560PF"
C                   2  110   ""            "680P"            K0603                "CAPACITOR 680PF"
C                   2  110   ""            "820P"            K0603                "CAPACITOR 820PF"
C                   2  110   ""            "1N0"             K0603                "CAPACITOR 1.0NF"
C                   2  110   ""            "1N2"             K0603                "CAPACITOR 1.2NF"
C                   2  110   ""            "1N5"             K0603                "CAPACITOR 1.5NF"
C                   2  110   ""            "1N8"             K0603                "CAPACITOR 1.8NF"
C                   2  110   ""            "2N2"             K0603                "CAPACITOR 2.2NF"
C                   2  110   ""            "2N7"             K0603                "CAPACITOR 2.7NF"
C                   2  110   ""            "3N3"             K0603                "CAPACITOR 3.3NF"
C                   2  110   ""            "3N9"             K0603                "CAPACITOR 3.9NF"
C                   2  110   ""            "4N7"             K0603                "CAPACITOR 4.7NF"
C                   2  110   ""            "5N6"             K0603                "CAPACITOR 5.6NF"
C                   2  110   ""            "6N8"             K0603                "CAPACITOR 6.8NF"
C                   2  110   ""            "8N2"             K0603                "CAPACITOR 8.2NF"
C                   2  110   ""            "10N"             K0603                "CAPACITOR 10NF"
C                   2  110   ""            "12N"             K0603                "CAPACITOR 12NF"
C                   2  110   ""            "15N"             K0603                "CAPACITOR 15NF"
C                   2  110   ""            "18N"             K0603                "CAPACITOR 18NF"
C                   2  110   ""            "22N"             K0603                "CAPACITOR 22NF"
C                   2  110   ""            "27N"             K0603                "CAPACITOR 27NF"
C                   2  110   ""            "33N"             K0603                "CAPACITOR 33NF"
C                   2  110   ""            "39N"             K0603                "CAPACITOR 39NF"
C                   2  110   ""            "47N"             K0603                "CAPACITOR 47NF"
C                   2  110   ""            "56N"             K0603                "CAPACITOR 56NF"
C                   2  110   ""            "68N"             K0603                "CAPACITOR 68NF"
C                   2  110   ""            "82N"             K0603                "CAPACITOR 82NF"
C                   2  110   ""            "100N"            K0603                "CAPACITOR 100NF"
C                   2  110   ""            "120N"            K0603                "CAPACITOR 120NF"
C                   2  110   ""            "150N"            K0603                "CAPACITOR 150NF"
C                   2  110   ""            "180N"            K0603                "CAPACITOR 180NF"
C                   2  110   ""            "220N"            K0603                "CAPACITOR 220NF"
C                   2  110   ""            "270N"            K0603                "CAPACITOR 270NF"
C                   2  110   ""            "330N"            K0603                "CAPACITOR 330NF"
C                   2  110   ""            "390N"            K0603                "CAPACITOR 390NF"
C                   2  110   ""            "470N"            K0603                "CAPACITOR 470NF"
C                   2  110   ""            "560N"            K0603                "CAPACITOR 560NF"
C                   2  110   ""            "680N"            K0603                "CAPACITOR 680NF"
C                   2  110   ""            "820N"            K0603                "CAPACITOR 820NF"
C                   2  120   ""            "1P0"             K0805                "CAPACITOR 1.0PF"
C                   2  120   ""            "1P2"             K0805                "CAPACITOR 1.2PF"
C                   2  120   ""            "1P5"             K0805                "CAPACITOR 1.5PF"
C                   2  120   ""            "1P8"             K0805                "CAPACITOR 1.8PF"
C                   2  120   ""            "2P2"             K0805                "CAPACITOR 2.2PF"
C                   2  120   ""            "2P7"             K0805                "CAPACITOR 2.7PF"
C                   2  120   ""            "3P3"             K0805                "CAPACITOR 3.3PF"
C                   2  120   ""            "3P9"             K0805                "CAPACITOR 3.9PF"
C                   2  120   ""            "4P7"             K0805                "CAPACITOR 4.7PF"
C                   2  120   ""            "5P6"             K0805                "CAPACITOR 5.6PF"
C                   2  120   ""            "6P8"             K0805                "CAPACITOR 6.8PF"
C                   2  120   ""            "8P2"             K0805                "CAPACITOR 8.2PF"
C                   2  120   ""            "10P"             K0805                "CAPACITOR 10PF"
C                   2  120   ""            "12P"             K0805                "CAPACITOR 12PF"
C                   2  120   ""            "15P"             K0805                "CAPACITOR 15PF"
C                   2  120   ""            "18P"             K0805                "CAPACITOR 18PF"
C                   2  120   ""            "22P"             K0805                "CAPACITOR 22PF"
C                   2  120   ""            "27P"             K0805                "CAPACITOR 27PF"
C                   2  120   ""            "33P"             K0805                "CAPACITOR 33PF"
C                   2  120   ""            "39P"             K0805                "CAPACITOR 39PF"
C                   2  120   ""            "47P"             K0805                "CAPACITOR 47PF"
C                   2  120   ""            "56P"             K0805                "CAPACITOR 56PF"
C                   2  120   ""            "68P"             K0805                "CAPACITOR 68PF"
C                   2  120   ""            "82P"             K0805                "CAPACITOR 82PF"
C                   2  120   ""            "100P"            K0805                "CAPACITOR 100PF"
C                   2  120   ""            "120P"            K0805                "CAPACITOR 120PF"
C                   2  120   ""            "150P"            K0805                "CAPACITOR 150PF"
C                   2  120   ""            "180P"            K0805                "CAPACITOR 180PF"
C                   2  120   ""            "220P"            K0805                "CAPACITOR 220PF"
C                   2  120   ""            "270P"            K0805                "CAPACITOR 270PF"
C                   2  120   ""            "330P"            K0805                "CAPACITOR 330PF"
C                   2  120   ""            "390P"            K0805                "CAPACITOR 390PF"
C                   2  120   ""            "470P"            K0805                "CAPACITOR 470PF"
C                   2  120   ""            "560P"            K0805                "CAPACITOR 560PF"
C                   2  120   ""            "680P"            K0805                "CAPACITOR 680PF"
C                   2  120   ""            "820P"            K0805                "CAPACITOR 820PF"
C                   2  120   ""            "1N0"             K0805                "CAPACITOR 1.0NF"
C                   2  120   ""            "1N2"             K0805                "CAPACITOR 1.2NF"
C                   2  120   ""            "1N5"             K0805                "CAPACITOR 1.5NF"
C                   2  120   ""            "1N8"             K0805                "CAPACITOR 1.8NF"
C                   2  120   ""            "2N2"             K0805                "CAPACITOR 2.2NF"
C                   2  120   ""            "2N7"             K0805                "CAPACITOR 2.7NF"
C                   2  120   ""            "3N3"             K0805                "CAPACITOR 3.3NF"
C                   2  120   ""            "3N9"             K0805                "CAPACITOR 3.9NF"
C                   2  120   ""            "4N7"             K0805                "CAPACITOR 4.7NF"
C                   2  120   ""            "5N6"             K0805                "CAPACITOR 5.6NF"
C                   2  120   ""            "6N8"             K0805                "CAPACITOR 6.8NF"
C                   2  120   ""            "8N2"             K0805                "CAPACITOR 8.2NF"
C                   2  120   ""            "10N"             K0805                "CAPACITOR 10NF"
C                   2  120   ""            "12N"             K0805                "CAPACITOR 12NF"
C                   2  120   ""            "15N"             K0805                "CAPACITOR 15NF"
C                   2  120   ""            "18N"             K0805                "CAPACITOR 18NF"
C                   2  120   ""            "22N"             K0805                "CAPACITOR 22NF"
C                   2  120   ""            "27N"             K0805                "CAPACITOR 27NF"
C                   2  120   ""            "33N"             K0805                "CAPACITOR 33NF"
C                   2  120   ""            "39N"             K0805                "CAPACITOR 39NF"
C                   2  120   ""            "47N"             K0805                "CAPACITOR 47NF"
C                   2  120   ""            "56N"             K0805                "CAPACITOR 56NF"
C                   2  120   ""            "68N"             K0805                "CAPACITOR 68NF"
C                   2  120   ""            "82N"             K0805                "CAPACITOR 82NF"
C                   2  120   ""            "100N"            K0805                "CAPACITOR 100NF"
C                   2  120   ""            "120N"            K0805                "CAPACITOR 120NF"
C                   2  120   ""            "150N"            K0805                "CAPACITOR 150NF"
C                   2  120   ""            "180N"            K0805                "CAPACITOR 180NF"
C                   2  120   ""            "220N"            K0805                "CAPACITOR 220NF"
C                   2  120   ""            "270N"            K0805                "CAPACITOR 270NF"
C                   2  120   ""            "330N"            K0805                "CAPACITOR 330NF"
C                   2  120   ""            "390N"            K0805                "CAPACITOR 390NF"
C                   2  120   ""            "470N"            K0805                "CAPACITOR 470NF"
C                   2  120   ""            "560N"            K0805                "CAPACITOR 560NF"
C                   2  120   ""            "680N"            K0805                "CAPACITOR 680NF"
C                   2  120   ""            "820N"            K0805                "CAPACITOR 820NF"
C                   2  130   ""            "1P0"             K1206                "CAPACITOR 1.0PF"
C                   2  130   ""            "1P2"             K1206                "CAPACITOR 1.2PF"
C                   2  130   ""            "1P5"             K1206                "CAPACITOR 1.5PF"
C                   2  130   ""            "1P8"             K1206                "CAPACITOR 1.8PF"
C                   2  130   ""            "2P2"             K1206                "CAPACITOR 2.2PF"
C                   2  130   ""            "2P7"             K1206                "CAPACITOR 2.7PF"
C                   2  130   ""            "3P3"             K1206                "CAPACITOR 3.3PF"
C                   2  130   ""            "3P9"             K1206                "CAPACITOR 3.9PF"
C                   2  130   ""            "4P7"             K1206                "CAPACITOR 4.7PF"
C                   2  130   ""            "5P6"             K1206                "CAPACITOR 5.6PF"
C                   2  130   ""            "6P8"             K1206                "CAPACITOR 6.8PF"
C                   2  130   ""            "8P2"             K1206                "CAPACITOR 8.2PF"
C                   2  130   ""            "10P"             K1206                "CAPACITOR 10PF"
C                   2  130   ""            "12P"             K1206                "CAPACITOR 12PF"
C                   2  130   ""            "15P"             K1206                "CAPACITOR 15PF"
